the 0th hypergraph
212 331 871 888 
43 421 620 624 
117 395 666 732 
245 471 815 983 
615 760 778 900 
45 390 396 723 
93 380 503 852 
211 817 915 929 
316 779 894 907 
4 102 186 290 
41 194 701 711 
107 134 598 698 
20 362 371 579 
31 330 539 570 
227 438 661 667 
31 234 415 870 
215 757 869 944 
127 494 714 794 
60 443 542 883 
547 708 839 965 
454 572 769 836 
55 210 763 860 
16 35 66 312 
74 486 563 812 
6 204 306 472 
168 402 490 929 
460 489 492 633 
51 146 758 984 
56 253 814 824 
120 396 468 481 
339 581 596 716 
64 284 598 639 
639 857 933 979 
210 330 776 835 
91 319 412 945 
219 335 359 495 
23 47 327 747 
29 182 388 898 
100 127 335 758 
139 175 566 895 
108 486 699 778 
429 503 670 951 
16 109 458 609 
114 131 297 663 
347 516 682 689 
55 181 807 973 
326 474 599 783 
437 520 643 769 
541 557 720 747 
0 158 579 969 
229 497 643 949 
225 394 640 965 
48 269 468 878 
332 640 811 885 
502 599 871 979 
124 384 535 575 
1 564 591 597 
134 248 371 680 
190 376 617 741 
297 541 643 720 
80 94 137 335 
389 466 470 953 
19 182 549 846 
141 204 641 744 
398 626 692 716 
105 236 351 745 
34 160 566 872 
199 488 608 670 
435 736 745 830 
103 398 524 711 
186 386 636 930 
530 564 706 824 
559 571 594 750 
91 175 401 972 
42 384 481 792 
73 197 739 741 
524 599 713 791 
19 103 645 865 
192 341 506 602 
141 350 912 982 
221 410 611 761 
63 290 352 462 
272 298 799 941 
148 200 234 772 
172 326 755 860 
139 299 730 747 
161 180 849 926 
473 541 852 882 
295 384 498 763 
205 539 687 757 
358 575 799 945 
236 353 542 868 
68 111 591 801 
435 510 669 921 
110 243 519 854 
300 557 588 886 
246 533 766 911 
212 307 708 876 
574 641 857 927 
145 267 410 801 
115 119 242 940 
48 74 165 176 
329 365 408 775 
554 583 906 973 
67 176 675 925 
469 535 629 787 
307 509 708 968 
82 632 945 954 
62 660 807 920 
21 169 203 332 
19 59 80 229 
513 725 776 822 
4 158 412 950 
104 439 653 897 
184 384 611 778 
371 575 578 947 
241 324 476 783 
95 524 651 866 
15 360 464 834 
168 219 742 964 
12 73 449 879 
340 438 515 577 
112 133 327 899 
78 102 808 885 
56 770 951 974 
68 586 898 900 
21 99 308 421 
51 203 823 986 
1 224 434 996 
203 515 599 968 
209 251 547 917 
54 119 414 829 
167 229 645 713 
180 373 558 895 
178 676 740 993 
193 380 540 855 
101 305 534 806 
281 522 684 737 
248 658 718 751 
364 459 781 923 
204 244 339 957 
234 359 470 836 
260 454 730 903 
118 122 397 828 
195 508 861 903 
620 850 903 993 
70 85 486 735 
433 834 873 892 
45 463 464 736 
329 386 389 511 
179 185 756 770 
326 427 790 853 
233 709 721 937 
67 386 938 973 
358 488 552 695 
84 373 573 802 
432 464 472 868 
131 779 793 888 
257 543 843 852 
106 335 586 991 
641 704 794 873 
409 746 892 935 
9 131 339 817 
9 179 752 956 
71 87 358 906 
173 329 372 422 
317 321 745 772 
47 319 806 839 
227 310 375 682 
328 637 848 967 
54 277 459 681 
419 438 739 945 
341 485 673 795 
360 579 660 950 
the 1th hypergraph
104 802 854 918 
219 555 851 918 
290 646 710 816 
194 216 849 858 
161 301 737 762 
611 678 682 707 
70 171 677 881 
321 383 385 733 
483 561 834 865 
594 730 776 875 
586 669 749 766 
61 111 545 947 
299 452 564 783 
137 218 299 703 
5 682 720 773 
38 77 399 967 
25 153 966 975 
15 54 292 774 
330 635 794 985 
157 275 729 816 
175 637 959 980 
55 126 416 602 
71 794 803 828 
429 512 613 960 
38 202 483 785 
115 333 656 892 
56 150 629 745 
96 313 615 712 
26 130 183 340 
600 711 789 879 
398 628 659 902 
159 673 734 961 
101 400 654 800 
145 173 376 730 
168 418 958 997 
133 175 560 963 
82 441 803 973 
70 72 494 579 
37 123 719 808 
254 415 558 729 
95 103 676 771 
160 327 389 450 
369 430 680 948 
44 350 672 765 
62 346 558 690 
16 559 640 884 
214 803 809 999 
31 107 135 514 
61 706 898 920 
86 327 466 560 
20 229 526 770 
290 460 597 930 
528 558 655 872 
237 263 413 922 
180 808 842 852 
366 703 735 877 
98 219 296 690 
457 568 582 673 
322 601 604 950 
5 474 690 882 
48 349 546 950 
101 170 416 781 
588 671 881 920 
136 225 478 552 
265 449 911 999 
131 339 526 925 
45 318 557 953 
143 707 865 901 
205 451 925 963 
303 332 370 658 
244 429 784 889 
224 521 873 902 
260 312 561 802 
41 476 515 934 
607 651 668 915 
48 102 344 624 
501 553 697 931 
84 308 494 495 
5 418 761 821 
334 575 759 973 
89 144 794 814 
500 509 751 984 
212 232 405 510 
78 595 692 704 
48 83 520 760 
260 728 802 925 
703 707 851 990 
252 631 820 922 
70 548 843 962 
53 54 153 943 
383 475 555 730 
260 507 746 752 
388 767 786 994 
251 288 771 818 
18 58 294 533 
256 441 494 873 
67 338 387 791 
328 586 755 947 
87 110 305 530 
90 285 914 940 
86 218 238 304 
314 614 821 948 
303 616 853 878 
296 329 493 554 
237 256 649 953 
29 365 836 846 
92 381 501 762 
98 305 375 653 
8 89 496 952 
74 267 627 781 
15 139 781 833 
462 532 644 954 
245 741 914 996 
51 75 243 959 
223 229 394 442 
90 433 455 816 
40 92 544 693 
81 412 689 803 
268 462 566 596 
137 606 803 881 
507 590 747 838 
425 499 600 675 
14 72 171 292 
598 621 850 942 
78 242 464 613 
210 432 456 676 
380 502 705 797 
122 347 454 967 
328 364 375 398 
107 181 546 956 
419 455 478 707 
34 196 314 693 
207 406 628 949 
191 533 853 989 
46 64 424 957 
199 391 771 875 
46 256 353 788 
183 248 374 436 
34 459 549 830 
23 485 493 528 
58 79 248 942 
19 29 799 975 
76 113 347 474 
116 164 372 779 
184 321 586 937 
162 186 419 960 
150 236 631 899 
37 337 810 974 
46 118 216 562 
80 338 340 816 
51 400 490 866 
141 194 334 570 
356 583 600 744 
551 572 622 940 
229 232 393 735 
53 118 179 189 
26 339 476 626 
52 538 581 750 
71 114 482 978 
283 373 597 822 
235 426 881 974 
249 485 498 748 
273 561 613 804 
334 536 678 881 
469 657 915 989 
11 54 173 373 
184 344 771 869 
0 748 829 868 
387 524 730 990 
293 321 473 869 
50 192 389 560 
74 464 703 749 
96 204 579 848 
1 60 267 648 
301 583 700 771 
185 418 760 825 
23 68 89 934 
160 412 592 795 
56 184 621 673 
247 413 488 557 
8 115 125 156 
47 347 509 623 
694 719 916 922 
151 379 586 603 
472 736 840 877 
186 317 320 875 
25 36 224 250 
152 407 509 983 
180 347 491 990 
42 147 392 399 
551 578 825 849 
444 499 579 629 
193 278 357 377 
120 563 711 827 
39 621 656 843 
125 162 815 999 
385 616 758 885 
350 351 710 942 
111 121 176 452 
314 324 450 965 
56 677 726 918 
53 330 501 623 
53 337 818 992 
83 375 385 941 
293 495 561 658 
308 671 713 884 
94 253 618 791 
482 944 989 996 
476 592 632 884 
192 350 360 789 
92 416 439 881 
144 297 632 719 
432 558 593 926 
159 482 507 744 
89 137 407 608 
215 249 602 863 
150 458 652 960 
451 752 943 958 
214 499 507 891 
90 562 697 778 
381 544 710 768 
1 250 303 335 
353 358 566 865 
31 127 204 589 
38 274 350 664 
156 603 670 916 
28 32 242 948 
346 408 753 933 
14 90 618 743 
311 329 353 761 
96 382 626 934 
292 628 723 864 
542 712 806 993 
211 517 776 946 
200 449 673 791 
90 98 444 854 
539 564 583 888 
373 479 487 650 
214 302 448 922 
124 152 263 871 
376 701 825 929 
15 615 663 713 
319 718 828 965 
42 273 617 743 
267 472 643 692 
13 281 300 975 
72 182 383 722 
159 313 556 578 
9 13 692 764 
351 749 788 889 
238 474 621 895 
334 339 816 976 
353 692 729 911 
127 246 554 799 
115 433 872 875 
262 515 571 838 
137 265 295 713 
39 381 632 654 
19 532 667 674 
339 645 768 851 
395 537 663 863 
55 421 447 925 
30 374 564 887 
393 400 435 902 
98 207 378 930 
408 517 608 664 
25 516 698 702 
8 13 14 323 
172 317 895 998 
56 480 617 690 
264 298 570 592 
187 253 365 763 
625 829 894 976 
190 724 768 830 
429 648 838 976 
51 250 655 899 
35 239 425 848 
182 317 335 646 
203 637 716 956 
225 367 899 989 
218 309 380 937 
250 536 867 903 
19 84 287 985 
166 186 954 994 
58 64 318 411 
96 156 668 723 
239 343 437 522 
120 244 424 813 
68 585 780 960 
187 438 549 976 
353 358 562 862 
89 117 282 486 
43 126 173 336 
99 384 714 728 
281 550 916 980 
129 313 331 458 
222 340 391 632 
150 394 618 700 
110 310 569 718 
231 245 309 907 
482 738 851 923 
599 831 864 878 
250 368 697 779 
52 210 420 465 
23 54 192 866 
5 71 404 788 
158 163 387 691 
123 424 773 992 
586 692 892 975 
200 819 843 899 
34 187 492 519 
168 186 190 699 
3 108 462 888 
101 115 243 582 
120 608 672 874 
133 308 761 989 
118 171 598 667 
132 459 807 968 
288 429 504 551 
50 104 492 975 
155 162 642 761 
358 407 727 984 
120 522 547 768 
24 409 826 849 
14 381 406 771 
283 651 804 816 
66 138 489 613 
306 330 406 563 
255 455 514 534 
317 518 654 781 
222 570 832 940 
328 703 795 875 
2 278 401 738 
631 858 886 934 
46 616 812 851 
67 116 331 501 
356 549 728 781 
98 263 570 840 
178 477 711 915 
145 337 454 710 
47 215 437 618 
585 746 804 882 
226 234 368 630 
203 234 266 607 
246 277 467 835 
158 199 370 523 
11 88 133 135 
316 576 604 732 
182 252 833 973 
207 823 914 916 
428 472 473 997 
236 482 660 979 
316 655 686 919 
437 642 661 768 
218 556 711 791 
67 334 422 789 
94 693 766 850 
75 417 486 521 
207 319 511 938 
151 534 552 561 
238 390 661 872 
352 451 464 527 
453 724 831 833 
252 517 615 958 
177 498 926 931 
32 526 537 981 
468 540 665 933 
67 188 814 820 
99 250 664 936 
274 349 631 797 
188 495 521 879 
399 676 725 984 
538 635 784 858 
347 466 644 718 
81 120 797 852 
410 570 684 971 
2 296 499 781 
566 805 874 944 
539 545 564 758 
349 528 629 897 
19 148 628 934 
122 191 470 722 
21 151 614 820 
122 562 770 974 
42 226 235 622 
72 655 684 960 
152 372 382 436 
889 897 906 964 
138 226 316 412 
81 354 517 801 
140 169 527 887 
179 339 416 782 
132 251 311 992 
459 551 757 868 
161 286 450 525 
96 104 775 957 
196 303 859 921 
109 369 403 971 
185 599 755 845 
16 222 627 860 
144 563 748 774 
165 196 433 751 
754 808 965 975 
196 527 915 957 
72 130 278 834 
248 375 433 673 
5 218 271 760 
434 451 601 988 
377 620 702 772 
50 560 769 776 
274 372 666 717 
410 676 740 812 
49 449 461 629 
347 744 747 840 
249 514 642 702 
81 127 199 686 
49 75 449 868 
275 511 782 935 
50 318 358 528 
310 471 877 938 
427 600 688 693 
152 232 264 725 
181 224 271 746 
255 454 565 755 
197 246 379 880 
2 108 890 900 
268 344 377 649 
197 380 678 784 
187 292 473 745 
35 453 787 866 
60 148 602 737 
519 563 914 932 
445 459 515 784 
66 80 706 816 
355 483 897 945 
359 493 504 559 
309 361 579 731 
128 228 433 726 
143 729 801 807 
159 217 287 529 
433 498 659 833 
260 505 669 800 
52 240 559 661 
64 143 169 918 
100 278 723 786 
40 97 626 943 
149 592 799 897 
264 629 817 959 
165 446 932 945 
68 459 722 797 
131 378 710 992 
105 516 656 763 
24 131 756 956 
268 722 909 986 
186 611 714 933 
88 133 504 706 
86 357 713 990 
259 449 478 848 
176 557 741 996 
325 408 523 613 
276 646 699 886 
493 671 766 835 
117 494 672 750 
39 66 849 866 
161 730 878 912 
8 251 263 752 
488 700 706 722 
116 399 862 944 
270 321 381 875 
9 315 377 780 
147 346 546 577 
165 482 709 959 
150 210 346 920 
147 309 409 506 
287 508 842 931 
108 473 653 844 
81 360 419 975 
278 457 559 795 
361 441 575 619 
49 542 874 895 
318 329 341 680 
23 293 316 423 
9 226 871 880 
340 460 496 610 
82 342 664 870 
128 171 442 870 
142 270 398 977 
47 172 332 884 
36 71 681 985 
207 369 424 843 
311 650 744 884 
249 415 505 874 
219 341 970 973 
13 74 856 968 
228 324 438 828 
158 392 592 790 
44 51 745 848 
43 285 778 996 
59 444 562 676 
549 576 610 766 
79 208 231 260 
10 418 591 622 
163 196 737 788 
283 488 530 746 
251 300 750 894 
135 221 462 866 
127 324 430 460 
100 394 737 881 
104 543 667 809 
158 740 927 996 
17 196 250 353 
35 203 316 763 
50 167 243 403 
450 632 866 958 
229 396 614 861 
26 50 166 684 
77 313 320 512 
92 305 871 887 
15 80 112 448 
222 508 656 904 
27 328 739 828 
535 566 693 773 
401 510 577 910 
153 499 786 931 
77 210 640 775 
33 157 397 440 
123 287 539 784 
83 180 745 938 
12 72 516 539 
275 372 426 450 
478 701 751 760 
35 385 478 612 
482 579 898 943 
290 415 526 698 
194 532 733 829 
216 260 343 932 
298 730 756 941 
40 46 527 899 
60 592 890 944 
70 629 669 893 
90 412 591 780 
187 195 498 637 
529 584 731 968 
269 445 494 539 
267 323 421 771 
378 687 836 868 
97 247 682 926 
54 59 328 753 
165 597 895 989 
236 410 498 744 
548 722 868 986 
209 307 312 373 
68 336 541 851 
269 548 686 828 
489 516 545 956 
754 941 950 995 
56 270 272 662 
261 316 490 639 
59 241 480 804 
310 601 668 981 
263 389 399 875 
129 246 450 817 
85 349 726 874 
42 259 553 755 
496 504 558 733 
90 156 208 408 
33 322 482 584 
155 364 604 925 
7 21 35 825 
4 125 163 308 
350 360 386 936 
61 169 460 637 
273 326 351 431 
366 490 614 616 
27 39 227 773 
27 481 502 911 
156 506 508 511 
118 555 959 962 
238 474 595 891 
258 348 449 937 
86 204 319 898 
270 354 435 747 
62 415 706 812 
383 431 522 678 
4 15 17 856 
485 777 890 909 
188 250 461 569 
9 153 167 599 
275 372 625 900 
146 371 536 955 
80 593 901 915 
275 481 760 945 
108 711 886 985 
32 231 304 623 
832 836 863 988 
84 553 642 819 
240 458 540 866 
214 696 864 939 
22 153 204 590 
117 371 416 601 
205 548 607 852 
100 283 468 852 
47 297 533 839 
95 189 240 335 
14 112 447 851 
216 372 876 878 
129 266 387 552 
104 352 902 904 
291 329 621 820 
161 186 252 757 
370 632 793 965 
246 341 496 668 
139 380 475 511 
52 127 248 729 
132 475 717 800 
22 203 600 712 
14 112 210 428 
187 217 426 829 
36 395 767 943 
146 158 180 330 
289 311 403 828 
169 225 255 432 
140 231 476 518 
216 341 395 556 
29 91 302 483 
47 66 678 937 
294 624 823 916 
252 324 411 434 
29 462 538 944 
328 621 878 982 
26 414 419 926 
398 482 841 911 
21 260 305 331 
296 610 643 966 
621 631 759 874 
159 299 316 839 
37 78 142 411 
9 207 781 913 
79 106 478 957 
212 313 751 780 
91 155 347 430 
181 191 298 408 
228 489 714 777 
93 170 326 832 
272 422 594 939 
121 299 472 884 
9 514 660 785 
60 151 594 862 
500 572 648 931 
16 77 289 862 
288 528 628 730 
72 593 729 769 
438 542 675 806 
122 218 429 889 
585 663 883 918 
290 294 448 713 
62 468 551 864 
74 670 900 952 
71 393 591 978 
185 192 341 589 
94 101 150 923 
14 193 346 422 
45 211 581 709 
178 762 831 888 
63 617 678 861 
123 550 770 956 
109 285 527 969 
253 434 615 790 
3 28 317 567 
106 347 578 765 
388 632 656 953 
284 313 600 947 
266 282 795 949 
285 440 616 662 
208 477 668 792 
60 424 556 700 
161 609 864 985 
269 271 298 999 
234 339 591 957 
131 321 457 787 
297 716 940 992 
1 241 414 551 
400 647 716 876 
69 157 551 796 
73 82 295 552 
281 378 473 978 
36 168 406 869 
192 477 562 686 
107 119 652 849 
84 457 581 865 
10 533 612 932 
572 601 616 794 
260 305 397 605 
237 320 385 933 
456 457 812 817 
86 694 718 921 
341 521 721 741 
299 500 743 915 
15 127 306 481 
449 643 772 847 
17 107 600 882 
104 252 346 546 
80 393 443 989 
212 215 266 339 
27 42 633 929 
524 534 621 811 
89 387 453 666 
93 251 351 731 
169 220 893 909 
195 274 597 804 
282 304 728 759 
482 713 846 866 
43 354 357 710 
432 501 710 878 
94 511 695 946 
49 283 744 882 
330 749 885 976 
388 641 786 852 
359 757 946 959 
35 234 344 868 
61 239 355 671 
181 256 617 927 
111 391 822 878 
238 280 720 759 
98 143 633 679 
255 380 544 741 
492 609 742 765 
281 360 384 400 
173 469 556 991 
64 310 520 670 
124 354 548 978 
289 475 561 649 
20 306 794 870 
57 362 454 992 
112 294 461 553 
484 665 834 946 
87 416 943 969 
29 344 562 930 
107 620 864 984 
76 533 639 741 
130 271 448 920 
201 221 242 392 
211 420 526 993 
190 367 387 766 
261 391 569 899 
360 422 622 770 
67 122 145 205 
538 605 642 698 
23 127 393 976 
95 301 446 539 
602 683 733 935 
35 182 640 779 
454 505 847 860 
44 306 467 885 
450 792 815 941 
40 231 726 957 
762 853 855 950 
538 556 680 927 
573 781 911 915 
87 202 521 871 
315 451 703 996 
85 199 296 600 
53 128 139 755 
20 655 700 883 
70 261 770 932 
245 347 432 852 
10 455 477 887 
69 128 290 632 
78 244 770 812 
124 363 507 593 
18 195 389 772 
126 149 501 845 
221 344 618 654 
224 421 471 742 
81 88 233 640 
32 59 726 864 
95 201 514 942 
20 524 733 777 
153 308 319 827 
326 650 826 971 
103 176 178 667 
278 310 668 897 
140 455 473 517 
139 529 560 745 
445 500 502 980 
328 877 926 978 
54 573 817 884 
20 568 857 983 
280 285 593 811 
10 151 302 353 
167 485 752 965 
21 658 715 769 
227 307 367 986 
41 478 792 793 
0 104 813 885 
194 289 357 948 
126 525 782 918 
221 522 548 684 
229 233 287 606 
109 562 762 840 
312 425 735 924 
355 700 785 805 
242 479 507 839 
41 201 736 761 
291 334 402 912 
72 153 541 802 
44 218 508 535 
46 712 783 812 
125 423 610 827 
225 676 761 787 
66 159 501 555 
431 490 527 997 
28 63 310 727 
73 457 502 882 
413 672 704 786 
95 463 721 772 
36 451 574 924 
133 143 549 908 
381 482 796 841 
336 352 374 712 
356 489 610 992 
200 230 872 973 
249 270 390 401 
46 97 303 348 
91 151 363 669 
737 791 885 916 
28 637 714 848 
164 238 322 851 
251 296 531 616 
212 526 688 949 
235 495 903 928 
143 403 771 810 
17 71 246 670 
706 739 808 835 
151 313 378 660 
212 497 525 767 
317 345 435 726 
281 739 819 949 
319 633 739 899 
188 687 791 896 
199 657 761 974 
86 794 842 895 
76 138 396 443 
100 269 302 979 
255 541 700 754 
91 455 538 956 
52 246 257 591 
424 592 598 613 
164 251 465 686 
186 389 539 820 
327 494 524 636 
474 527 963 995 
30 141 585 940 
122 215 252 320 
84 408 562 642 
70 125 471 636 
181 364 415 518 
284 339 350 696 
186 274 304 470 
27 303 496 549 
44 390 745 925 
354 445 624 694 
396 493 542 560 
12 151 435 535 
191 239 347 803 
219 724 801 994 
35 362 463 860 
393 524 745 875 
262 415 776 818 
19 102 385 744 
398 466 791 828 
71 330 358 946 
21 372 712 823 
736 858 888 900 
42 231 370 942 
94 784 810 890 
233 294 505 922 
212 437 817 874 
356 582 602 694 
226 337 379 879 
210 459 479 663 
104 671 712 982 
293 321 965 970 
17 244 364 682 
125 386 710 941 
361 468 470 532 
123 222 375 839 
31 757 815 844 
70 807 927 980 
470 504 612 653 
42 211 660 743 
4 284 576 861 
36 67 284 780 
561 791 840 971 
126 360 783 836 
504 713 762 797 
191 424 858 878 
352 383 647 694 
170 562 694 846 
400 425 601 942 
134 259 396 908 
590 599 923 942 
136 550 594 641 
321 326 882 955 
471 580 715 739 
48 117 324 356 
454 482 573 708 
348 408 457 481 
307 450 772 999 
305 748 843 883 
405 591 648 718 
71 516 821 919 
197 525 574 676 
11 37 458 605 
465 709 751 972 
652 893 949 979 
458 541 664 925 
80 153 323 481 
139 255 817 822 
192 246 277 723 
46 592 599 857 
164 399 460 500 
51 109 253 946 
5 278 569 697 
157 551 577 614 
181 618 667 759 
294 509 717 840 
39 45 865 961 
376 399 640 849 
168 341 539 694 
433 477 746 934 
60 129 204 841 
260 651 980 983 
41 243 389 501 
7 218 325 724 
72 125 348 630 
144 494 748 894 
224 397 758 937 
399 476 620 865 
203 550 587 845 
368 408 505 654 
119 344 906 973 
59 583 778 855 
131 672 875 954 
491 637 777 937 
294 731 867 997 
36 545 916 973 
513 620 886 974 
98 217 476 886 
437 591 669 905 
200 403 645 659 
470 574 731 798 
405 503 586 763 
431 504 801 925 
98 213 642 749 
55 330 680 837 
510 597 678 778 
119 228 826 863 
132 586 613 748 
28 362 812 890 
30 74 277 532 
1 88 797 901 
189 413 480 825 
50 65 70 376 
263 542 700 887 
794 800 805 882 
377 658 679 966 
681 704 755 764 
374 464 685 928 
82 308 603 696 
612 667 753 907 
619 704 717 731 
16 395 414 939 
110 444 651 980 
20 37 262 439 
212 432 484 543 
20 118 146 965 
100 136 411 739 
15 385 442 493 
531 716 799 928 
174 432 481 794 
55 56 391 662 
473 536 781 905 
68 474 877 935 
128 227 709 910 
133 361 517 732 
132 477 482 830 
79 291 330 720 
20 76 664 871 
359 574 902 939 
