the 0th hypergraph
13 255 479 
295 363 660 
322 456 955 
282 318 600 
94 331 787 
262 454 818 
299 487 808 
311 988 995 
79 116 176 
160 677 943 
134 165 922 
337 508 657 
18 341 984 
263 586 893 
117 188 713 
8 88 147 
65 582 606 
228 338 755 
454 814 940 
783 813 841 
258 270 822 
70 441 762 
167 460 854 
222 361 683 
606 821 992 
31 202 367 
414 621 838 
105 862 910 
415 424 513 
586 651 695 
108 153 194 
290 974 999 
186 639 696 
54 267 792 
280 592 810 
102 321 734 
60 96 325 
268 379 776 
118 214 523 
444 493 848 
90 404 983 
206 606 694 
104 624 975 
497 762 798 
210 323 390 
44 454 634 
243 265 407 
219 336 982 
117 122 573 
374 518 738 
328 536 891 
10 179 803 
66 436 663 
373 661 880 
638 751 795 
77 797 883 
244 743 875 
238 586 700 
91 473 998 
140 567 816 
87 219 228 
90 634 891 
410 610 932 
262 367 548 
396 560 578 
708 748 770 
229 648 818 
220 538 762 
184 347 738 
491 780 815 
372 515 878 
189 322 927 
179 188 593 
4 681 849 
68 464 818 
169 196 920 
166 684 694 
427 441 790 
595 706 893 
155 274 827 
220 508 865 
254 354 924 
88 543 809 
174 609 784 
18 425 603 
356 737 978 
228 387 725 
130 183 208 
326 493 613 
270 885 947 
617 763 981 
32 441 720 
366 625 653 
37 118 325 
403 494 924 
139 545 595 
291 388 430 
429 444 633 
380 761 841 
83 721 747 
284 560 760 
154 225 921 
160 224 291 
70 436 959 
143 409 487 
91 632 843 
125 578 877 
507 596 970 
234 632 813 
233 324 633 
237 629 861 
146 184 726 
385 610 946 
449 751 975 
478 656 960 
61 827 943 
9 407 416 
182 459 912 
636 641 923 
218 464 642 
164 213 496 
79 521 557 
156 661 671 
24 50 426 
569 709 787 
32 109 752 
447 742 964 
134 436 762 
608 802 805 
159 189 871 
19 336 778 
187 450 611 
113 716 928 
63 631 725 
101 323 500 
177 251 686 
418 780 987 
251 521 954 
298 630 651 
16 643 843 
61 115 820 
5 558 701 
93 417 834 
3 898 967 
219 226 570 
63 434 998 
46 459 708 
339 350 895 
143 598 954 
400 575 762 
143 446 496 
55 726 858 
382 678 989 
47 435 494 
322 946 984 
246 504 834 
225 717 896 
493 601 796 
336 367 821 
207 362 748 
240 414 639 
254 454 476 
170 320 574 
305 488 570 
486 509 922 
399 420 726 
541 763 867 
210 430 483 
285 310 938 
432 578 805 
201 566 952 
64 87 639 
155 229 427 
170 328 983 
418 610 769 
284 294 753 
144 398 661 
226 358 545 
12 325 850 
808 828 904 
364 564 992 
654 924 970 
285 797 800 
19 45 80 
54 611 667 
106 212 929 
65 442 674 
302 597 669 
90 275 649 
224 536 582 
33 829 898 
176 364 911 
135 531 785 
299 304 663 
91 306 769 
9 237 459 
625 718 851 
109 401 487 
393 395 484 
104 413 705 
326 695 794 
712 746 937 
302 659 943 
53 590 704 
632 730 761 
357 531 873 
368 538 763 
564 874 923 
60 450 918 
165 421 628 
447 936 974 
223 270 472 
196 556 877 
155 472 759 
415 852 977 
10 54 320 
358 795 843 
213 524 590 
166 369 752 
120 670 724 
308 521 834 
258 521 666 
299 468 572 
72 722 723 
252 379 411 
96 939 989 
227 306 988 
94 137 576 
230 487 656 
250 280 586 
66 261 579 
755 872 888 
370 430 686 
222 534 713 
23 345 611 
236 328 647 
735 816 839 
542 651 807 
121 485 856 
327 334 379 
43 178 827 
89 588 777 
186 389 535 
49 139 297 
668 713 838 
156 548 950 
710 715 840 
87 137 763 
785 825 944 
16 312 470 
184 735 969 
126 280 964 
58 368 922 
458 496 926 
510 554 621 
144 443 682 
328 452 765 
80 440 995 
476 509 539 
816 839 854 
461 716 767 
26 674 882 
541 666 957 
13 429 684 
211 513 682 
137 168 404 
489 806 867 
249 338 596 
215 221 580 
133 241 556 
14 662 792 
64 211 612 
381 500 613 
43 91 257 
116 254 704 
300 361 985 
230 692 802 
87 629 852 
9 467 956 
190 715 947 
276 551 938 
151 577 686 
12 845 976 
94 371 680 
410 412 590 
16 417 899 
227 792 812 
47 594 863 
133 240 817 
73 354 433 
467 584 725 
224 778 963 
63 123 412 
400 593 921 
416 694 929 
116 587 652 
794 934 987 
121 380 524 
722 727 747 
126 354 400 
294 489 577 
92 642 990 
81 189 810 
178 244 990 
375 439 826 
242 528 749 
the 1th hypergraph
75 108 650 
182 251 370 
41 745 992 
25 672 828 
414 650 930 
91 663 873 
285 648 962 
169 315 592 
28 495 850 
233 730 813 
31 107 750 
22 645 712 
60 275 635 
11 324 699 
274 854 994 
34 205 384 
232 235 482 
145 321 545 
505 848 946 
33 220 868 
200 387 431 
532 577 744 
124 531 583 
364 681 920 
53 430 705 
317 444 519 
118 728 926 
172 204 264 
155 278 892 
75 946 999 
609 754 988 
102 589 640 
6 315 657 
370 621 918 
168 306 706 
158 621 930 
339 509 794 
349 409 522 
250 356 958 
234 274 888 
373 641 957 
167 324 520 
430 776 787 
464 651 673 
349 500 585 
135 245 649 
11 892 974 
644 671 727 
80 917 971 
26 27 281 
67 746 996 
301 983 998 
263 329 497 
291 358 866 
190 244 291 
34 916 973 
264 481 615 
500 581 786 
677 916 949 
352 488 931 
77 589 985 
227 692 991 
350 393 459 
156 361 950 
352 530 713 
16 715 737 
170 826 885 
623 924 942 
15 708 747 
87 611 920 
145 478 743 
222 472 574 
188 282 482 
35 63 332 
171 197 219 
343 559 689 
182 586 696 
188 817 893 
182 228 747 
498 526 689 
465 772 831 
150 571 690 
308 437 916 
67 73 141 
121 373 956 
723 891 952 
283 308 368 
557 761 938 
174 263 790 
367 437 485 
402 407 928 
288 403 410 
375 420 868 
56 194 915 
367 437 987 
298 425 962 
244 379 460 
556 619 991 
455 602 951 
362 666 794 
725 933 999 
238 487 972 
282 671 755 
10 69 319 
279 477 714 
349 423 877 
106 481 635 
151 201 365 
129 147 697 
79 95 527 
62 640 714 
279 435 943 
143 718 982 
214 847 982 
514 661 662 
465 541 942 
75 216 769 
85 312 395 
14 496 812 
13 386 814 
50 138 355 
316 923 945 
155 653 773 
202 303 340 
127 314 784 
163 308 693 
328 437 790 
375 689 823 
58 459 563 
381 470 884 
372 509 861 
233 274 472 
191 831 882 
664 849 949 
58 398 509 
323 850 924 
92 643 648 
581 805 951 
206 518 785 
177 260 667 
107 175 378 
50 723 885 
520 521 934 
423 877 981 
425 460 780 
332 836 946 
344 582 718 
236 391 505 
5 612 824 
44 277 932 
490 498 840 
253 465 936 
419 524 743 
18 101 558 
208 407 610 
360 540 797 
380 569 848 
337 536 945 
284 567 636 
83 169 943 
68 826 896 
15 78 677 
551 757 802 
110 301 793 
172 567 716 
69 124 127 
18 788 875 
151 275 617 
819 938 960 
322 519 715 
326 347 794 
172 554 603 
133 227 872 
56 341 501 
4 439 784 
252 268 514 
64 399 523 
201 314 509 
394 766 880 
104 732 977 
163 431 958 
571 595 637 
16 179 725 
37 133 380 
261 300 587 
72 122 895 
203 440 480 
612 700 753 
294 667 921 
300 427 572 
464 542 881 
406 587 786 
851 887 988 
191 534 777 
233 479 487 
84 336 455 
316 493 823 
282 718 719 
7 14 360 
39 80 738 
312 370 761 
151 193 382 
108 166 738 
111 160 705 
83 492 940 
33 411 525 
524 788 988 
106 327 766 
647 669 740 
388 424 689 
570 580 874 
240 264 551 
326 416 657 
84 102 256 
535 683 959 
171 429 572 
46 415 453 
27 436 712 
281 559 907 
734 771 869 
269 429 955 
375 802 985 
85 666 843 
434 655 734 
116 279 921 
399 612 957 
496 830 867 
266 402 837 
538 924 968 
378 457 615 
510 614 671 
85 596 705 
625 757 852 
16 547 757 
745 774 961 
506 536 808 
4 703 757 
92 447 484 
154 244 450 
404 721 957 
44 393 671 
525 935 976 
410 610 637 
285 287 954 
541 714 954 
8 104 711 
279 689 919 
296 327 572 
274 514 728 
212 630 976 
42 659 672 
36 233 293 
69 136 371 
153 178 400 
260 321 897 
285 777 851 
237 448 903 
491 635 877 
151 163 638 
277 489 767 
77 335 565 
154 231 498 
134 157 534 
59 421 531 
165 301 706 
222 531 747 
119 651 742 
176 488 746 
207 477 905 
85 100 934 
150 249 821 
39 40 593 
30 156 479 
84 510 911 
240 242 884 
242 383 642 
73 511 753 
213 509 757 
381 451 931 
321 506 779 
477 757 769 
826 932 974 
157 425 768 
472 491 707 
189 676 853 
101 254 762 
222 447 607 
142 458 816 
104 755 861 
178 731 823 
279 449 992 
316 523 629 
79 272 509 
202 396 688 
5 207 245 
450 817 847 
504 518 988 
519 626 725 
413 701 978 
167 265 740 
121 177 685 
45 718 908 
269 413 690 
235 479 911 
103 397 887 
56 167 587 
251 273 987 
132 888 935 
76 215 319 
472 661 827 
223 876 948 
133 623 659 
103 340 441 
335 607 863 
109 271 340 
135 710 916 
259 398 482 
198 200 582 
114 235 420 
532 785 932 
426 600 807 
333 570 737 
169 204 786 
11 435 624 
158 284 796 
284 396 551 
111 267 875 
441 472 714 
426 689 791 
153 798 887 
535 621 848 
288 634 986 
5 447 474 
196 730 988 
467 737 793 
446 797 851 
24 469 529 
1 669 692 
289 714 773 
146 650 965 
533 893 909 
120 693 967 
227 386 814 
256 533 952 
169 571 799 
9 858 951 
450 693 894 
9 245 311 
272 450 738 
628 804 882 
216 560 871 
172 183 869 
184 312 992 
626 711 953 
262 612 638 
108 484 977 
278 657 991 
188 363 455 
546 642 889 
282 345 491 
90 185 295 
746 862 927 
442 610 734 
162 201 736 
105 337 723 
100 246 658 
585 613 673 
55 691 933 
344 522 786 
333 608 698 
208 816 942 
45 166 759 
177 618 935 
8 34 208 
404 813 888 
22 296 637 
31 283 440 
29 339 353 
2 157 825 
28 504 890 
242 520 648 
125 748 850 
262 584 843 
149 490 669 
419 643 686 
205 757 835 
129 540 950 
660 673 729 
95 211 785 
24 421 867 
88 808 860 
229 487 849 
91 146 640 
42 159 616 
565 728 804 
167 346 497 
91 459 951 
0 343 588 
442 665 758 
789 892 953 
124 766 767 
425 721 931 
779 837 894 
283 979 996 
98 764 937 
370 942 983 
273 301 507 
104 715 906 
236 286 530 
136 149 864 
204 787 897 
256 267 498 
227 340 437 
530 823 864 
523 685 849 
16 226 245 
6 213 324 
123 442 896 
95 158 765 
145 242 692 
144 602 894 
195 723 973 
234 610 838 
178 441 626 
71 77 387 
122 448 897 
438 728 759 
494 667 965 
262 445 506 
54 317 660 
120 664 852 
425 587 719 
412 499 893 
764 982 999 
93 119 838 
309 352 733 
635 901 921 
87 356 858 
41 446 999 
76 435 829 
135 668 791 
15 412 539 
670 738 991 
346 563 855 
220 638 785 
91 738 929 
77 562 658 
224 357 704 
122 866 908 
50 854 956 
167 217 634 
176 473 801 
77 261 389 
242 434 848 
114 385 623 
229 805 837 
343 512 683 
100 863 965 
173 392 880 
4 548 598 
371 579 959 
28 453 523 
438 803 833 
3 525 648 
257 313 593 
202 336 713 
671 851 852 
23 501 606 
649 718 766 
6 544 761 
203 493 960 
97 285 766 
144 722 981 
718 834 957 
50 79 809 
212 601 984 
325 441 459 
346 381 671 
116 522 772 
313 491 716 
228 289 764 
532 694 707 
345 526 697 
250 338 422 
685 738 829 
690 824 993 
90 768 830 
331 354 411 
473 835 911 
523 805 833 
358 687 885 
402 952 977 
668 705 714 
700 728 999 
71 600 677 
166 555 894 
90 233 651 
27 532 863 
37 474 669 
140 254 514 
195 315 491 
122 168 465 
75 316 724 
19 394 912 
235 467 668 
140 256 937 
39 70 626 
212 260 696 
664 720 913 
278 583 590 
2 508 982 
33 177 294 
228 348 609 
408 586 999 
251 783 793 
252 398 748 
183 649 868 
351 728 881 
181 618 913 
110 283 441 
66 313 876 
82 333 886 
269 545 900 
575 576 591 
65 121 742 
185 357 507 
305 825 997 
326 510 659 
13 570 573 
102 683 850 
47 101 426 
400 635 781 
30 170 927 
246 486 803 
63 187 965 
18 746 944 
205 524 553 
488 500 561 
200 498 583 
115 390 595 
402 624 936 
188 600 778 
64 77 737 
50 254 456 
276 483 585 
338 626 755 
19 92 96 
211 386 827 
86 666 900 
146 302 851 
89 130 709 
152 580 828 
31 125 372 
334 627 697 
289 293 496 
452 533 892 
31 543 913 
90 139 728 
277 382 689 
91 942 991 
567 728 735 
414 628 884 
278 764 968 
66 642 978 
143 153 574 
134 424 837 
159 384 449 
555 577 670 
46 244 960 
446 532 952 
240 664 981 
179 724 848 
113 297 390 
542 649 812 
367 662 976 
69 376 952 
55 481 532 
246 374 740 
108 241 412 
426 935 961 
276 754 808 
97 139 698 
131 412 807 
250 266 433 
28 306 688 
178 544 549 
269 844 983 
189 338 396 
23 91 310 
180 400 446 
329 401 617 
87 532 738 
487 681 845 
126 809 848 
66 799 969 
343 432 451 
472 814 965 
103 648 941 
91 278 383 
243 296 999 
99 199 969 
697 961 994 
110 565 902 
342 876 983 
194 467 539 
3 7 900 
261 459 839 
32 500 809 
434 741 774 
91 96 813 
24 211 403 
385 711 886 
164 205 815 
117 805 934 
0 645 879 
191 514 603 
296 308 996 
226 331 488 
695 800 987 
338 405 713 
365 638 750 
415 628 717 
22 598 782 
574 821 934 
65 508 577 
255 673 704 
578 647 807 
353 485 711 
24 136 567 
7 347 905 
43 661 917 
456 552 992 
316 601 790 
139 408 947 
59 523 600 
639 943 974 
174 404 604 
131 173 468 
69 447 462 
1 551 909 
20 601 717 
125 324 420 
760 782 983 
596 603 655 
60 150 241 
346 632 818 
456 659 682 
87 217 277 
752 785 947 
62 626 633 
165 905 990 
171 633 983 
739 834 999 
298 338 439 
73 138 349 
294 507 822 
380 586 795 
127 515 697 
96 367 602 
98 699 891 
504 661 685 
48 287 454 
38 407 804 
86 312 390 
15 302 736 
814 876 991 
526 597 634 
614 772 886 
137 208 294 
20 152 575 
208 261 652 
129 212 700 
151 509 791 
180 700 935 
342 430 978 
28 488 953 
435 552 930 
178 307 384 
215 734 747 
571 805 980 
13 102 325 
177 291 611 
411 722 930 
111 628 957 
78 568 969 
141 188 216 
166 686 879 
3 230 562 
380 784 879 
359 573 924 
239 640 840 
131 379 519 
199 330 991 
188 298 391 
50 92 845 
463 735 992 
513 618 754 
105 411 809 
352 625 951 
486 636 894 
154 269 556 
181 511 814 
375 378 995 
139 798 841 
347 464 782 
94 304 893 
64 70 176 
173 613 771 
255 408 909 
102 674 941 
12 23 944 
115 142 383 
149 513 786 
234 453 472 
289 476 484 
591 634 656 
183 331 904 
501 616 679 
609 647 823 
159 441 566 
293 606 893 
178 294 879 
189 469 831 
401 425 825 
55 158 408 
336 736 922 
182 801 852 
248 645 914 
122 244 245 
197 363 498 
67 525 562 
414 647 993 
56 246 598 
216 309 995 
364 677 872 
370 508 780 
419 646 876 
170 450 692 
16 333 365 
38 231 706 
51 213 883 
172 597 722 
542 601 660 
576 583 631 
358 488 842 
177 450 803 
741 780 934 
458 539 661 
293 463 940 
43 55 962 
150 224 568 
374 724 914 
164 204 931 
36 541 883 
192 256 455 
360 517 592 
16 550 752 
65 99 393 
80 443 806 
75 107 957 
598 736 914 
23 309 571 
80 544 696 
180 322 626 
192 248 884 
389 495 778 
409 439 751 
208 616 792 
366 576 809 
105 476 813 
469 699 730 
12 762 938 
122 203 476 
130 271 415 
225 635 698 
438 479 827 
316 498 898 
141 416 933 
303 596 706 
116 310 779 
27 528 872 
360 631 968 
26 293 429 
477 563 771 
83 379 487 
18 31 694 
346 676 696 
126 524 724 
201 464 959 
340 546 845 
599 622 713 
125 499 649 
815 849 857 
281 646 833 
127 585 883 
247 444 974 
203 476 978 
271 347 642 
78 306 802 
48 421 476 
322 361 845 
114 833 874 
68 505 921 
394 413 415 
596 820 889 
315 722 974 
129 452 699 
56 816 852 
213 341 581 
187 250 723 
562 799 806 
777 821 894 
52 346 805 
92 469 802 
484 893 965 
120 250 542 
119 871 889 
320 641 824 
489 756 832 
152 770 987 
353 706 903 
100 503 754 
155 912 976 
210 437 521 
8 273 938 
5 619 658 
121 393 770 
20 454 516 
555 581 978 
624 816 960 
445 780 961 
381 765 825 
55 253 503 
63 134 723 
318 331 386 
89 726 808 
52 257 262 
642 723 757 
329 410 674 
224 627 861 
610 696 929 
298 434 989 
15 258 857 
514 787 867 
605 672 724 
142 231 590 
117 141 379 
117 584 611 
185 488 597 
388 711 945 
78 568 891 
440 632 978 
96 216 907 
146 375 966 
807 890 946 
67 957 960 
190 273 763 
354 621 840 
33 388 825 
243 536 853 
138 463 786 
562 602 807 
87 249 952 
9 93 125 
494 662 681 
679 741 932 
29 354 501 
223 713 749 
145 381 634 
76 602 675 
1 295 326 
30 67 546 
353 462 651 
21 25 181 
10 312 807 
120 350 894 
350 752 789 
739 850 856 
240 290 729 
80 691 881 
114 206 511 
519 700 963 
274 508 921 
619 662 801 
624 655 667 
222 419 761 
103 277 662 
275 406 702 
47 105 307 
343 350 904 
185 537 749 
149 321 931 
84 643 984 
253 521 898 
68 752 845 
82 172 921 
143 878 892 
347 599 604 
183 837 965 
799 908 967 
157 209 594 
470 554 668 
172 538 882 
432 746 822 
438 469 874 
95 236 479 
119 238 381 
43 262 303 
29 151 171 
487 712 722 
381 597 770 
158 335 677 
148 158 797 
701 772 940 
51 686 877 
295 322 770 
384 939 943 
69 280 772 
302 504 727 
74 179 195 
103 342 490 
3 8 799 
57 180 728 
145 240 905 
177 831 911 
300 324 349 
97 103 199 
107 127 500 
519 581 995 
77 219 781 
303 339 429 
654 891 996 
72 774 811 
38 266 923 
121 277 483 
536 576 863 
452 958 994 
48 539 990 
70 177 592 
332 497 794 
402 452 834 
601 609 659 
609 709 756 
222 780 884 
662 710 854 
230 363 698 
66 151 883 
111 541 693 
508 673 884 
296 886 887 
341 747 796 
320 652 970 
720 805 841 
447 531 785 
33 231 848 
385 683 719 
416 744 887 
148 668 868 
127 370 789 
125 688 913 
407 561 953 
403 454 872 
83 389 974 
195 308 789 
127 694 822 
522 678 910 
404 777 848 
281 362 885 
121 172 379 
93 200 471 
335 646 730 
251 516 948 
607 654 823 
71 105 323 
283 943 963 
375 497 508 
236 633 634 
652 655 806 
267 332 934 
67 580 978 
182 488 854 
170 223 673 
156 473 566 
35 481 808 
585 646 771 
156 187 416 
118 383 865 
257 602 661 
50 361 986 
274 640 844 
416 791 873 
10 666 820 
187 292 756 
54 395 665 
269 425 544 
401 783 985 
249 775 873 
249 473 734 
153 542 949 
416 455 705 
298 664 716 
163 418 783 
124 440 555 
72 280 707 
94 393 819 
48 153 714 
290 371 590 
685 719 997 
189 448 966 
167 431 483 
369 817 876 
306 317 530 
34 489 851 
32 40 730 
167 833 870 
220 299 801 
40 693 704 
19 347 960 
231 335 771 
68 505 899 
43 115 282 
710 718 719 
413 537 634 
350 848 990 
22 195 473 
58 306 885 
80 882 904 
18 236 281 
733 752 980 
97 957 982 
127 168 539 
318 598 923 
20 134 344 
141 864 911 
565 572 940 
273 350 557 
435 918 965 
361 700 746 
195 474 593 
563 691 833 
375 402 454 
60 288 468 
55 132 890 
246 707 871 
38 297 932 
599 792 807 
143 242 873 
218 480 544 
281 635 665 
112 413 854 
232 285 486 
85 495 696 
18 89 374 
0 15 312 
261 698 877 
206 773 940 
86 131 498 
386 536 908 
276 319 365 
623 894 897 
213 264 307 
96 630 964 
38 587 928 
312 370 502 
209 550 923 
87 517 694 
515 537 822 
48 205 317 
494 533 575 
172 620 723 
17 786 966 
118 220 849 
604 667 825 
35 473 602 
92 286 888 
66 622 851 
420 674 913 
705 957 988 
31 376 968 
38 593 949 
135 417 557 
90 221 898 
385 543 968 
92 311 775 
40 46 605 
319 854 983 
18 202 802 
14 660 963 
59 244 381 
11 217 231 
358 936 995 
418 513 905 
97 292 447 
642 664 854 
257 519 876 
118 762 800 
60 222 819 
235 793 997 
173 203 666 
89 289 793 
133 346 810 
111 224 920 
467 468 638 
103 496 740 
321 334 574 
414 618 902 
96 224 573 
201 660 762 
26 397 516 
11 399 638 
50 330 453 
186 212 383 
160 174 512 
243 561 707 
126 457 621 
287 341 971 
311 952 958 
63 710 945 
243 266 281 
34 409 637 
458 567 679 
128 294 513 
267 315 460 
359 664 697 
204 271 379 
315 374 554 
457 594 880 
121 608 749 
303 480 694 
442 506 683 
387 484 604 
43 743 847 
853 885 930 
502 620 881 
138 420 656 
481 622 890 
820 927 986 
675 725 748 
342 773 954 
92 287 534 
235 572 645 
233 426 771 
66 431 469 
205 854 998 
24 602 777 
41 915 927 
77 486 734 
22 179 311 
57 180 190 
345 383 443 
111 494 763 
144 579 768 
337 898 901 
162 295 744 
76 561 605 
338 685 697 
50 270 275 
21 638 916 
519 794 921 
543 843 869 
574 595 837 
490 681 939 
271 941 957 
168 243 290 
450 759 764 
523 658 934 
195 231 427 
387 418 755 
63 402 519 
539 645 900 
277 485 913 
26 54 216 
532 717 834 
416 606 697 
393 605 871 
186 709 848 
556 683 951 
414 487 945 
371 503 959 
79 163 262 
108 579 869 
487 579 806 
589 723 878 
555 579 883 
151 419 923 
332 466 976 
372 393 984 
131 229 736 
176 851 978 
320 505 899 
227 275 349 
203 308 344 
258 350 770 
59 240 349 
276 338 367 
53 346 719 
315 547 864 
107 672 839 
142 692 808 
43 202 826 
284 917 941 
146 601 627 
603 870 913 
645 992 997 
221 919 938 
45 238 920 
2 86 739 
246 442 587 
334 360 604 
344 651 924 
153 694 868 
317 469 506 
50 97 249 
162 172 200 
461 517 839 
495 530 643 
565 762 811 
363 487 524 
100 893 963 
13 396 615 
116 181 305 
376 568 903 
188 485 861 
207 380 717 
78 231 274 
188 520 538 
206 343 427 
201 477 574 
473 664 764 
324 594 603 
35 749 904 
111 187 871 
1 308 358 
41 181 756 
29 153 871 
54 154 417 
177 360 692 
76 245 480 
168 202 400 
236 829 842 
642 914 946 
198 499 741 
120 481 598 
182 289 329 
25 353 432 
294 494 810 
23 238 894 
359 861 917 
222 801 847 
284 344 929 
